"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"05/01/2020";"1200";"21,2";"21,3";"20,4";"88,0";"91,0";"88,0";"19,2";"19,4";"18,7";"916,1";"916,1";"915,6";"1,8";"357,0";"4,7";"477,30";"0,0"
"05/01/2020";"1300";"22,9";"22,9";"21,2";"83,0";"89,0";"83,0";"19,9";"20,0";"18,9";"916,1";"916,2";"916,0";"1,6";"4,0";"4,7";"854,70";"0,0"
"05/01/2020";"1400";"25,7";"25,8";"22,9";"65,0";"83,0";"65,0";"18,6";"20,5";"18,6";"915,5";"916,1";"915,5";"1,8";"356,0";"5,0";"2411,50";"0,0"
"05/01/2020";"1500";"27,0";"27,0";"24,7";"62,0";"73,0";"61,0";"19,0";"20,9";"18,5";"914,8";"915,5";"914,8";"1,5";"352,0";"4,6";"3062,80";"0,0"
"05/01/2020";"1600";"26,4";"28,2";"25,9";"70,0";"72,0";"55,0";"20,5";"20,8";"17,7";"914,1";"914,8";"914,1";"1,5";"311,0";"5,0";"2757,20";"0,0"
"05/01/2020";"1700";"27,0";"28,5";"26,0";"60,0";"69,0";"55,0";"18,7";"20,2";"18,1";"913,3";"914,1";"913,3";"1,9";"1,0";"5,1";"3241,20";"0,0"
"05/01/2020";"1800";"22,9";"27,5";"22,8";"76,0";"77,0";"59,0";"18,4";"20,2";"18,0";"913,1";"913,4";"913,1";"3,8";"25,0";"11,9";"1256,20";"0,0"
"05/01/2020";"1900";"23,9";"25,3";"22,9";"71,0";"77,0";"68,0";"18,3";"20,0";"18,1";"913,3";"913,3";"912,9";"2,7";"23,0";"9,1";"1307,20";"0,0"
"05/01/2020";"2000";"25,0";"26,2";"23,9";"68,0";"72,0";"63,0";"18,6";"19,4";"17,9";"912,4";"913,3";"912,4";"2,4";"35,0";"5,9";"1789,10";"0,0"
"05/01/2020";"2100";"24,1";"25,3";"24,1";"72,0";"72,0";"67,0";"18,8";"19,1";"18,5";"912,5";"912,5";"912,3";"1,8";"2,0";"5,1";"821,20";"0,0"
"05/01/2020";"2200";"22,1";"24,1";"22,1";"82,0";"82,0";"71,0";"18,9";"18,9";"18,4";"913,3";"913,3";"912,5";"0,9";"12,0";"5,1";"29,60";"0,0"
"05/01/2020";"2300";"21,7";"22,4";"21,6";"85,0";"85,0";"81,0";"19,1";"19,5";"18,8";"914,4";"914,4";"913,3";"0,7";"52,0";"2,5";"";"0,0"
"06/01/2020";"0000";"22,5";"22,9";"21,6";"82,0";"85,0";"80,0";"19,2";"19,7";"19,0";"914,9";"914,9";"914,4";"0,2";"89,0";"2,5";"";"0,0"
"06/01/2020";"0100";"22,2";"23,0";"22,2";"82,0";"82,0";"79,0";"19,0";"19,4";"18,8";"915,3";"915,3";"914,8";"0,3";"78,0";"3,3";"";"0,0"
"06/01/2020";"0200";"21,8";"22,4";"21,5";"88,0";"88,0";"81,0";"19,7";"19,7";"18,9";"915,4";"915,7";"915,2";"0,5";"59,0";"2,6";"";"0,0"
"06/01/2020";"0300";"21,9";"22,0";"21,6";"88,0";"89,0";"88,0";"19,8";"19,9";"19,6";"915,0";"915,4";"915,0";"1,1";"2,0";"2,8";"";"0,0"
"06/01/2020";"0400";"21,5";"22,0";"21,5";"85,0";"88,0";"85,0";"18,8";"19,8";"18,8";"914,4";"915,1";"914,4";"2,6";"348,0";"6,6";"";"0,0"
"06/01/2020";"0500";"21,3";"21,5";"21,3";"86,0";"87,0";"85,0";"18,9";"19,0";"18,8";"914,3";"914,4";"914,3";"1,7";"342,0";"6,6";"";"0,0"
"06/01/2020";"0600";"21,1";"21,4";"21,1";"86,0";"87,0";"85,0";"18,7";"18,9";"18,7";"914,4";"914,5";"914,3";"2,0";"339,0";"5,9";"";"0,0"
"06/01/2020";"0700";"20,8";"21,2";"20,7";"88,0";"88,0";"86,0";"18,7";"18,7";"18,6";"914,4";"914,5";"914,3";"1,2";"335,0";"5,8";"";"0,0"
"06/01/2020";"0800";"20,9";"20,9";"20,8";"88,0";"88,0";"88,0";"18,7";"18,8";"18,7";"914,9";"914,9";"914,4";"1,5";"329,0";"3,5";"";"0,0"
"06/01/2020";"0900";"20,8";"21,0";"20,8";"87,0";"88,0";"86,0";"18,5";"18,7";"18,5";"915,6";"915,6";"914,9";"1,3";"347,0";"5,1";"8,70";"0,0"
"06/01/2020";"1000";"22,5";"22,5";"20,6";"82,0";"89,0";"82,0";"19,3";"19,5";"18,5";"916,2";"916,2";"915,6";"1,5";"336,0";"5,3";"433,50";"0,0"
"06/01/2020";"1100";"22,7";"22,7";"21,8";"80,0";"84,0";"79,0";"19,2";"19,3";"18,4";"916,8";"916,8";"916,2";"1,4";"334,0";"5,6";"641,80";"0,0"
"06/01/2020";"1200";"23,8";"23,8";"21,8";"79,0";"85,0";"77,0";"20,0";"20,0";"18,5";"917,1";"917,1";"916,8";"2,2";"310,0";"5,9";"1022,20";"0,0"
