"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"01/01/2021";"0000";"20,8";"21,0";"20,0";"91,0";"91,0";"89,0";"19,2";"19,5";"18,2";"917,8";"917,9";"917,4";"1,2";"181,0";"4,3";"";"0,2"
"01/01/2021";"0100";"21,7";"22,6";"20,7";"85,0";"91,0";"82,0";"19,0";"19,9";"19,0";"918,6";"918,6";"917,8";"2,1";"136,0";"4,1";"";"0,0"
"01/01/2021";"0200";"21,6";"22,5";"21,2";"85,0";"86,0";"81,0";"19,0";"19,3";"18,7";"918,2";"918,6";"918,2";"1,5";"140,0";"5,3";"";"0,0"
"01/01/2021";"0300";"22,3";"22,5";"21,3";"78,0";"85,0";"78,0";"18,4";"19,1";"18,4";"917,8";"918,2";"917,8";"1,6";"84,0";"4,7";"";"0,0"
"01/01/2021";"0400";"22,5";"23,0";"22,3";"74,0";"78,0";"73,0";"17,8";"18,3";"17,7";"917,4";"917,9";"917,4";"1,5";"102,0";"4,7";"0,80";"0,0"
"01/01/2021";"0500";"22,4";"22,7";"22,2";"73,0";"75,0";"73,0";"17,3";"17,7";"17,3";"916,6";"917,4";"916,6";"1,8";"97,0";"4,0";"";"0,0"
"01/01/2021";"0600";"22,0";"22,5";"21,5";"74,0";"76,0";"72,0";"17,1";"17,3";"17,1";"916,6";"916,8";"916,6";"1,3";"119,0";"4,0";"";"0,0"
"01/01/2021";"0700";"21,4";"22,1";"21,4";"74,0";"76,0";"71,0";"16,5";"17,1";"16,5";"916,8";"916,8";"916,5";"0,8";"134,0";"2,9";"";"0,0"
"01/01/2021";"0800";"20,5";"21,4";"20,0";"79,0";"80,0";"74,0";"16,8";"17,0";"16,3";"917,3";"917,3";"916,8";"0,3";"117,0";"1,5";"";"0,0"
"01/01/2021";"0900";"21,2";"21,2";"19,5";"77,0";"83,0";"76,0";"17,0";"17,0";"16,4";"918,1";"918,1";"917,3";"0,0";"335,0";"0,9";"83,90";"0,0"
"01/01/2021";"1000";"24,1";"24,3";"21,0";"64,0";"80,0";"63,0";"16,9";"18,2";"16,8";"918,5";"918,5";"918,1";"1,2";"89,0";"2,3";"588,80";"0,0"
"01/01/2021";"1100";"26,1";"26,4";"24,1";"53,0";"65,0";"53,0";"15,8";"18,1";"15,8";"919,1";"919,1";"918,5";"1,1";"57,0";"3,0";"1543,50";"0,0"
"01/01/2021";"1200";"27,6";"27,6";"26,0";"54,0";"61,0";"50,0";"17,4";"18,4";"15,0";"919,1";"919,1";"919,0";"1,3";"66,0";"3,0";"2326,10";"0,0"
"01/01/2021";"1300";"28,7";"29,1";"26,8";"47,0";"59,0";"46,0";"16,3";"18,8";"15,9";"919,1";"919,2";"919,0";"1,4";"335,0";"4,8";"3017,30";"0,0"
"01/01/2021";"1400";"28,4";"29,7";"27,8";"48,0";"53,0";"44,0";"16,3";"18,6";"15,2";"918,6";"919,1";"918,6";"2,0";"281,0";"4,8";"3172,80";"0,0"
"01/01/2021";"1500";"28,9";"30,7";"28,4";"44,0";"51,0";"42,0";"15,4";"18,5";"14,7";"918,1";"918,6";"918,1";"1,2";"331,0";"5,5";"3103,60";"0,0"
"01/01/2021";"1600";"30,8";"31,8";"28,8";"43,0";"50,0";"38,0";"16,6";"18,8";"14,4";"917,3";"918,1";"917,3";"1,4";"315,0";"4,6";"3279,00";"0,0"
"01/01/2021";"1700";"31,8";"32,4";"30,0";"40,0";"49,0";"35,0";"16,4";"18,8";"14,8";"916,0";"917,3";"916,0";"2,3";"322,0";"5,6";"3079,90";"0,0"
"01/01/2021";"1800";"31,8";"32,3";"30,6";"40,0";"47,0";"35,0";"16,5";"18,9";"14,9";"915,1";"916,0";"915,1";"1,6";"334,0";"6,4";"3143,60";"0,0"
"01/01/2021";"1900";"26,1";"31,8";"25,9";"47,0";"50,0";"39,0";"14,0";"19,1";"13,4";"915,2";"915,3";"915,0";"3,5";"145,0";"13,1";"1290,40";"0,0"
"01/01/2021";"2000";"20,2";"26,3";"17,8";"89,0";"91,0";"45,0";"18,3";"18,3";"13,5";"915,3";"916,8";"915,1";"2,3";"210,0";"20,3";"195,70";"14,2"
"01/01/2021";"2100";"19,5";"20,3";"18,9";"89,0";"89,0";"85,0";"17,6";"18,2";"16,4";"915,8";"915,8";"915,1";"2,0";"329,0";"5,0";"128,40";"3,2"
"01/01/2021";"2200";"19,3";"20,3";"19,3";"90,0";"90,0";"88,0";"17,6";"18,3";"17,6";"918,8";"918,8";"915,8";"2,1";"352,0";"6,5";"3,50";"1,0"
